Country,Political province/region,County,Mining area,Mining site,Add. information on mine,Latitude,Longitude,Location precision,Tectonic/geolog. super unit,Tectonic/geolog. unit,Tectonic/geolog. subunit,Deposit type,Metals,Minerals,Sample number,Geol. period,206Pb/204Pb,207Pb/204Pb,208Pb/204Pb,206Pb/207Pb,208Pb/207Pb,204Pb/206Pb,207Pb/206Pb,208Pb/206Pb,Model_Age_SK75,mu_SK75,kappa_SK75,Model_Age_CR75,mu_CR75,kappa_CR75,Model_Age_AJ84,mu_AJ84,kappa_AJ84,Model_Age_ADB12,mu_ADB12,kappa_ADB12,Instrument used,year,doi,Reference,Note
Bulgaria [Бългaрия],,Smolyan [Смолян],Madan,Goljam Palas,Sample 7,41.481307,24.85524,Exact/neighbouring,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag,galena,5,Oligocene,18.73,15.697613,39.03332,1.19317503877819,2.48657678081375,0.0533902829685,0.8381,2.084,122.574,10.023,3.997,51.968,10.716,3.842,149.077,9.924,4.025,99.032,9.793,4.012,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,,Madan,Varba,Level 790,41.480029,24.895966,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag,galena,6,Oligocene,18.74,15.69475,39.01668,1.19402985074627,2.48597,0.053362,0.8375,2.082,109.269,10.008,3.981,46.098,10.719,3.842,136.199,9.911,4.009,88.404,9.787,3.999,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,,Madan,Osikovo,Metadeposit,41.487925,24.92372,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag,galena,7,Oligocene,18.74,15.711616,39.03542,1.19274809160305,2.484494,0.053362,0.8384,2.083,144.031,10.081,3.997,45.618,10.719,3.842,168.56,9.977,4.024,109.116,9.82,4.011,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Part of the Deveti Septembri mine (coordinates). Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,Smolyan [Смолян],Madan,Shtipchenovo,Shaft 2,41.500308,24.939007,Place holder coordinates (Madan town),TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Magmatic carbonate replacement; magmatic-hydrothermal veins,Pb; Zn; Ag,galena,8,Oligocene,18.72,15.672384,39.04992,1.19445771619685,2.49163879598662,0.053418803418804,0.8372,2.086,77.277,9.916,4.002,58.641,10.712,3.842,107.464,9.828,4.03,74.976,9.745,4.019,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,,Madzharovo,Madjarovo; Madzharovo,"Vein 2, bl. 9",41.632869,25.872456,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Epithermal (high sulfidation),Pb; Zn; Cu; Ag; Au,galena,22,Oligocene,18.78,15.67191,38.79948,1.1983223487118,2.475734,0.053248,0.8345,2.066,31.42,9.901,3.835,22.892,10.731,3.841,61.813,9.815,3.866,,,,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,,Madzharovo,Madjarovo; Madzharovo,"Vein 3, level 75",41.632869,25.872456,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Epithermal (high sulfidation),Pb; Zn; Cu; Ag; Au,galena,23,Oligocene,18.79,15.685892,38.82014,1.19789171058936,2.474844,0.05322,0.8348,2.066,53.667,9.959,3.845,16.527,10.735,3.84,81.978,9.867,3.875,,,,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,Pazardzhik [Пазарджик],Panagyurishte,Radka,Sample 18,42.399164,24.288245,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Epithermal (high sulfidation),Cu; Au,galena,27,Late Cretaceous,18.52,15.647548,38.6142,1.18357202035744,2.46774766244526,0.053995680345572,0.8449,2.085,174.601,9.852,3.899,177.613,10.648,3.848,207.975,9.773,3.93,186.932,9.717,3.936,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,Pazardzhik [Пазарджик],Panagyurishte,Radka,Sample 68,42.399164,24.288245,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Epithermal (high sulfidation),Cu; Au,galena,28,Late Cretaceous,18.51,15.64095,38.61186,1.18343195266272,2.46863905325444,0.054024851431659,0.845,2.086,168.344,9.826,3.902,183.693,10.645,3.849,202.684,9.749,3.933,186.023,9.705,3.939,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,Pazardzhik [Пазарджик],Panagyurishte,Radka,Sample 300,42.399164,24.288245,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Epithermal (high sulfidation),Cu; Au,galena,29,Late Cretaceous,18.52,15.632732,38.59568,1.1846937566639,2.46890178888757,0.053995680345572,0.8441,2.084,143.594,9.788,3.884,178.078,10.648,3.849,179.233,9.715,3.915,168.891,9.687,3.925,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,Pazardzhik [Пазарджик],Panagyurishte,Radka,"Sample 1, level 650",42.399164,24.288245,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Epithermal (high sulfidation),Cu; Au,galena,30,Late Cretaceous,18.5,15.61585,38.5355,1.1846937566639,2.46771709513091,0.054054054054054,0.8441,2.083,122.943,9.719,3.859,190.357,10.641,3.849,161.156,9.653,3.891,162.497,9.656,3.906,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,Pazardzhik [Пазарджик],Panagyurishte,Elshitsa,Borehole 464,42.358129,24.222767,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Epithermal (high sulfidation); porphyry copper,Cu; Au,galena,31,Late Cretaceous,18.51,15.62244,38.57484,1.18483412322275,2.46919431279621,0.054024851431659,0.844,2.084,129.379,9.746,3.876,184.276,10.644,3.849,166.589,9.677,3.907,163.431,9.668,3.919,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,Pazardzhik [Пазарджик],Panagyurishte,Elshitsa,Borehole 149,42.358129,24.222767,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Epithermal (high sulfidation); porphyry copper,Cu; Au,galena,32,Late Cretaceous,18.49,15.612956,38.53316,1.18427285646613,2.46802463287541,0.054083288263927,0.8444,2.084,124.37,9.709,3.863,196.318,10.638,3.849,163.001,9.644,3.895,166.102,9.652,3.909,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,Pazardzhik [Пазарджик],Panagyurishte,Elshitsa,Borehole 157,42.358129,24.222767,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Epithermal (high sulfidation); porphyry copper,Cu; Au,galena,33,Late Cretaceous,18.51,15.635397,38.59335,1.18385225523855,2.46833195217237,0.054024851431659,0.8447,2.085,156.724,9.802,3.89,183.868,10.645,3.849,191.915,9.727,3.921,179.267,9.694,3.93,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,Pazardzhik [Пазарджик],Panagyurishte,Krasen; Krassen,Sample 218,42.414933,24.251608,Exact/neighbouring,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Epithermal (high sulfidation),Cu; Au,galena,34,Mesozoic,18.5,15.63805,38.591,1.18301194842068,2.46776292440554,0.054054054054054,0.8453,2.086,169.79,9.816,3.897,189.654,10.642,3.849,204.538,9.74,3.928,189.608,9.7,3.935,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,Pazardzhik [Пазарджик],Panagyurishte,Krasen; Krassen,Sample 1679,42.414933,24.251608,Exact/neighbouring,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Epithermal (high sulfidation),Cu; Au,galena,35,Mesozoic,18.51,15.648354,38.63037,1.18287201324817,2.46865389164892,0.054024851431659,0.8454,2.087,183.746,9.858,3.915,183.46,10.645,3.849,216.966,9.778,3.945,195.003,9.719,3.949,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,Pazardzhik [Пазарджик],Panagyurishte,Asarel; Assarel,Shaft 1,42.54696,24.135418,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Porphyry copper,Cu; Au,galena,36,Mesozoic,18.73,15.665772,38.82729,1.19560019129603,2.47847919655667,0.0533902829685,0.8364,2.073,55.785,9.885,3.879,52.88,10.715,3.842,86.995,9.801,3.909,59.583,9.731,3.918,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,,Sakar,Ustrem,"Zone 4, sample 1676",41.99196,26.495325,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Magmatic-hydrothermal,Pb; Zn; Cu,galena,24,Tertiary,18.38,15.646894,38.46934,1.17467402795724,2.458593,0.054407,0.8513,2.093,277.536,9.884,3.916,259.496,10.604,3.853,310.535,9.802,3.946,285.032,9.731,3.949,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,,Sakar,Ustrem,"Zone 4, sample 2676",41.99196,26.495325,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Magmatic-hydrothermal,Pb; Zn; Cu,galena,25,Tertiary,18.37,15.645729,38.43004,1.1741223435482,2.456264,0.054437,0.8517,2.092,282.6,9.881,3.901,265.354,10.601,3.853,315.736,9.799,3.932,290.681,9.73,3.937,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,,Sakar,Lesovo,Sample 3676,42.000932,26.561,Exact/neighbouring,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,Carpatho-Balkanides,Magmatic-hydrothermal,Pb; Zn; Cu,galena,26,Tertiary,18.38,15.654246,38.48772,1.1741223435482,2.458612,0.054407,0.8517,2.094,292.376,9.916,3.928,259.252,10.604,3.853,324.304,9.831,3.959,293.718,9.745,3.959,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,,Spahievo,Chala,,41.911731,25.306322,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Epithermal (intermediate sulfidation),Pb; Zn; Cu; Ag; Au,galena,19,Oligocene,18.72,15.681744,38.95632,1.1937447773666,2.484183,0.053419,0.8377,2.081,96.955,9.956,3.958,58.372,10.712,3.842,125.749,9.865,3.987,86.578,9.763,3.981,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
Bulgaria [Бългaрия],,,Spahievo,Chala,,41.911731,25.306322,Exact,TEMB (Tethyan Eurasian Metallogenic Belt),ABCD (Alpine-Balkan-Carpathian-Dinaride) belt,SMRB (Serbomacedonian-Rhodope Belt),Epithermal (intermediate sulfidation),Pb; Zn; Cu; Ag; Au,galena,20,Oligocene,18.73,15.697613,38.99586,1.19317503877819,2.48419,0.05339,0.8381,2.082,122.574,10.023,3.978,51.968,10.716,3.842,149.077,9.924,4.006,99.032,9.793,3.996,TIMS,1974,,"Amov, B., Bogdanov, B., and Baldjieva, T., 1974, Lead isotope composition and some features concerning the genesis and the age of the ore deposits in south Bulgaria, 4th IAGOD Symposium, Varna, Bulgaria.","Taken from Gale, N., Stos-Gale, S., Raduncheva, A., Ivanov, I., Lilov, P., Todorov, T., & Panayotov, I. (2003). Early metallurgy in Bulgaria. In P. Craddock & J. Lang (Eds.), Mining and metal production through the ages (pp. 122–173). British Museum Press."
